     i	           x	          dx
  7414	  1.36408362	  0.04801291
  7415	  1.29739272	  0.05703847
  7416	  1.32811919	  0.07848885
  7417	  1.18344582	  0.09732373
  7418	  1.31004442	  0.06153158
  7419	  1.29539443	  0.10601690
  7420	  1.27794131	  0.05286608
  7421	  1.28179440	  0.07026818
  7422	  1.30318861	  0.04343580
  7423	  1.25844016	  0.06350589
  7424	  1.33270548	  0.05870375
  7425	  1.22705392	  0.10777762
  7426	  1.28248424	  0.08155628
  7427	  1.32195793	  0.06135137
  7428	  1.26396717	  0.05653251
  7429	  1.38523484	  0.06650372
  7430	  1.34562707	  0.08143214
  7431	  1.30438089	  0.07678511
  7432	  1.30512500	  0.08016868
  7433	  1.32995325	  0.05551918
  7434	  1.33058646	  0.07554981
  7435	  1.25209377	  0.08582483
  7436	  1.28085493	  0.07947182
  7437	  1.32042276	  0.06174099
  7438	  1.30951303	  0.11599051
  7439	  1.40901896	  0.07390538
  7440	  1.29455160	  0.10279405
  7441	  1.30591990	  0.06074546
  7442	  1.38853952	  0.07403981
  7443	  1.24236092	  0.08070030
  7444	  1.28097964	  0.11675510
  7445	  1.23198358	  0.13953920
  7446	  1.25705351	  0.05168323
  7447	  1.31435880	  0.09244251
  7448	  1.29374698	  0.06971361
  7449	  1.34862898	  0.11459388
  7450	  1.27649001	  0.03906870
  7451	  1.31195986	  0.08784128
  7452	  1.26978473	  0.11092652
  7453	  1.41398314	  0.08436775
  7454	  1.30108313	  0.05046605
  7455	  1.24732976	  0.07208676
  7456	  1.32875670	  0.05236757
  7457	  1.31203680	  0.06074253
  7458	  1.30967264	  0.09269692
  7459	  1.32881681	  0.07862185
  7460	  1.31458091	  0.06611921
  7461	  1.29100746	  0.06792933
  7462	  1.30920858	  0.08642227
  7463	  1.28201471	  0.07073229
  7464	  1.38002971	  0.06598738
  7465	  1.28834306	  0.05703017
  7466	  1.30337031	  0.05516864
  7467	  1.33179982	  0.06161308
  7468	  1.34189811	  0.11372547
  7469	  1.30562454	  0.08263819
  7470	  1.35895377	  0.06132864
  7471	  1.28720498	  0.08732036
  7472	  1.31789751	  0.08576265
  7473	  1.26287937	  0.05767022
  7474	  1.27987829	  0.11526170
  7475	  1.10258163	  0.05939065
  7476	  1.22869577	  0.06624465
  7477	  1.39755460	  0.08142367
  7478	  1.34135529	  0.09365436
  7479	  1.35293710	  0.08092647
  7480	  1.32050788	  0.07812153
  7481	  1.33350135	  0.05644766
  7482	  1.25224820	  0.08528690
  7483	  1.32963744	  0.05046246
  7484	  1.33380287	  0.05424749
  7485	  1.23318522	  0.08584786
  7486	  1.20967108	  0.06080471
  7487	  1.35474709	  0.09541477
  7488	  1.36401596	  0.08831366
  7489	  1.33192504	  0.10749964
  7490	  1.23234495	  0.05878222
  7491	  1.32569143	  0.06502655
  7492	  1.32783593	  0.07455708
  7493	  1.29948304	  0.06608629
  7494	  1.28383616	  0.07737043
  7495	  1.33525789	  0.05639646
  7496	  1.24242011	  0.05652391
  7497	  1.32202700	  0.06030483
  7498	  1.41005791	  0.08329916
  7499	  1.35380167	  0.09061156
  7500	  1.35816174	  0.07110187
  7501	  1.32137483	  0.08583364
  7502	  1.38866187	  0.07635943
  7503	  1.27251490	  0.06770133
  7504	  1.32142571	  0.06306793
  7505	  1.24540372	  0.09545787
  7506	  1.27768835	  0.06292634
  7507	  1.30523351	  0.06726453
  7508	  1.28103783	  0.05889792
  7509	  1.35487921	  0.05996456
  7510	  1.37375006	  0.07102785
  7511	  1.40922945	  0.07042966
  7512	  1.31513877	  0.07235504
  7513	  1.31786082	  0.05310801
  7514	  1.32668044	  0.06444365
  7515	  1.37418533	  0.05166837
  7516	  1.34552098	  0.06312853
  7517	  1.37534987	  0.09952051
  7518	  1.30549164	  0.04846191
  7519	  1.20976617	  0.08590261
  7520	  1.14839753	  0.14653775
  7521	  1.32923618	  0.08518660
  7522	  1.25714788	  0.09551222
  7523	  1.37281328	  0.09904635
  7524	  1.32625776	  0.05650237
  7525	  1.29536696	  0.05713956
  7526	  1.21789864	  0.05350169
  7527	  1.33625472	  0.06959380
  7528	  1.19870967	  0.11439843
  7529	  1.25868777	  0.08413773
  7530	  1.31595864	  0.08250173
  7531	  1.26796626	  0.05978421
  7532	  1.36964657	  0.10739732
  7533	  1.34274265	  0.05974105
  7534	  1.27305290	  0.08933379
  7535	  1.34051591	  0.08421028
  7536	  1.23276300	  0.08990585
  7537	  1.36038928	  0.05364614
  7538	  1.33040501	  0.03805360
  7539	  1.40037247	  0.08253240
  7540	  1.35528248	  0.08624202
  7541	  1.31711244	  0.08723115
  7542	  1.28634578	  0.11688327
  7543	  1.28610624	  0.08810607
  7544	  1.28625048	  0.07760964
  7545	  1.28390949	  0.06994780
  7546	  1.36911634	  0.11448584
  7547	  1.50152654	  0.11517019
  7548	  1.30682314	  0.05905125
  7549	  1.32813034	  0.04881784
  7550	  1.36866875	  0.06436283
  7551	  1.23239031	  0.10297496
  7552	  1.33678523	  0.05978388
  7553	  1.33769828	  0.06410556
  7554	  1.27863491	  0.06022505
  7555	  1.23863040	  0.07511357
  7556	  1.37639738	  0.07571252
  7557	  1.35494238	  0.06468090
  7558	  1.34982353	  0.05334075
  7559	  1.30905533	  0.06526965
  7560	  1.26704883	  0.05338234
  7561	  1.29931147	  0.06690655
  7562	  1.26642281	  0.05089334
  7563	  1.29854826	  0.04591338
  7564	  1.33882659	  0.09548228
  7565	  1.28699521	  0.09642173
  7566	  1.31115256	  0.07205155
  7567	  1.42600811	  0.06812918
  7568	  1.34641195	  0.06277314
  7569	  1.34103333	  0.07395527
  7570	  1.30025143	  0.06941733
  7571	  1.30981736	  0.05778504
  7572	  1.23593443	  0.06303640
  7573	  1.25751744	  0.12306037
  7574	  1.23556593	  0.05248390
  7575	  1.41817750	  0.06615353
  7576	  1.33281543	  0.04902907
  7577	  1.13028628	  0.08270728
  7578	  1.29862361	  0.08297978
  7579	  1.29043248	  0.07194434
  7580	  1.25699870	  0.06136995
  7581	  1.29592151	  0.05685098
  7582	  1.21152097	  0.07023841
  7583	  1.25750613	  0.08652835
  7584	  1.25266233	  0.08574998
  7585	  1.28785731	  0.07887513
  7586	  1.28639517	  0.08777482
  7587	  1.27591357	  0.08240075
  7588	  1.34596708	  0.05465915
  7589	  1.31970899	  0.09074249
  7590	  1.41269941	  0.04619083
  7591	  1.32135802	  0.06326701
  7592	  1.33823094	  0.07690618
  7593	  1.29246423	  0.07867836
  7594	  1.35282647	  0.08125038
  7595	  1.29528746	  0.07469041
  7596	  1.25249801	  0.07096201
  7597	  1.20523044	  0.07759818
  7598	  1.27839559	  0.04844190
  7599	  1.39072691	  0.07253780
  7600	  1.29428038	  0.04552246
  7601	  1.29678171	  0.06971985
  7602	  1.37284555	  0.06637083
  7603	  1.27584909	  0.05353923
  7604	  1.28216159	  0.08230074
  7605	  1.25488687	  0.05462781
  7606	  1.31238007	  0.05143787
  7607	  1.28351658	  0.06783471
  7608	  1.37608432	  0.08864159
  7609	  1.37060942	  0.07441922
  7610	  1.28225564	  0.07761241
  7611	  1.35785578	  0.08839931
  7612	  1.40987261	  0.07545989
  7613	  1.34933578	  0.04453567
  7614	  1.32244137	  0.06489745
  7615	  1.31288243	  0.06761289
  7616	  1.24372500	  0.10884388
  7617	  1.28118946	  0.05252488
  7618	  1.28115072	  0.10120674
  7619	  1.31279495	  0.08675752
  7620	  1.29009177	  0.07847964
  7621	  1.29008760	  0.06755208
  7622	  1.33471522	  0.06932901
  7623	  1.26437859	  0.12537587
  7624	  1.32954153	  0.07904822
  7625	  1.32618318	  0.07682470
  7626	  1.27210138	  0.05892555
  7627	  1.31918157	  0.04982387
  7628	  1.36716408	  0.05297580
  7629	  1.42136691	  0.09459508
  7630	  1.23467697	  0.13618743
  7631	  1.32766893	  0.07487969
  7632	  1.31628712	  0.09832518
  7633	  1.35744961	  0.08775108
  7634	  1.33033734	  0.09030097
  7635	  1.28827000	  0.09175167
  7636	  1.32551246	  0.04155921
  7637	  1.35379303	  0.08272370
  7638	  1.25053921	  0.10027455
  7639	  1.28093432	  0.06037347
  7640	  1.28243298	  0.05381960
  7641	  1.26712307	  0.05477418
  7642	  1.36519049	  0.04149936
  7643	  1.27720073	  0.08181348
  7644	  1.32925228	  0.06134441
  7645	  1.25161037	  0.05931648
  7646	  1.31549979	  0.05023128
  7647	  1.38898514	  0.10394935
  7648	  1.26464121	  0.11618709
  7649	  1.26264944	  0.07443180
  7650	  1.29032377	  0.06832881
  7651	  1.31801239	  0.07308043
  7652	  1.25318503	  0.11277298
  7653	  1.29400831	  0.06230363
  7654	  1.27755488	  0.08180403
  7655	  1.26980114	  0.04555973
  7656	  1.35349726	  0.05438021
  7657	  1.37661559	  0.06916554
  7658	  1.31230943	  0.08595769
  7659	  1.23783926	  0.07322213
  7660	  1.28260777	  0.07962916
  7661	  1.27276481	  0.09791418
  7662	  1.21240569	  0.05765941
  7663	  1.27291825	  0.08037492
  7664	  1.28124914	  0.06507656
  7665	  1.30058438	  0.05770719
  7666	  1.32929051	  0.05562683
  7667	  1.31680523	  0.09459002
  7668	  1.30476737	  0.12161571
  7669	  1.37701950	  0.05826072
  7670	  1.37353015	  0.08392506
  7671	  1.29242892	  0.06760718
  7672	  1.30648923	  0.07172350
  7673	  1.28587276	  0.04470796
  7674	  1.30790160	  0.05802369
  7675	  1.25563491	  0.07107393
  7676	  1.26777322	  0.10562556
  7677	  1.24922455	  0.09323859
  7678	  1.29032396	  0.11027266
  7679	  1.29128294	  0.06821280
  7680	  1.27796249	  0.09012536
  7681	  1.29606057	  0.08602844
  7682	  1.27160360	  0.06117408
  7683	  1.33939610	  0.09432619
  7684	  1.33121772	  0.06262937
  7685	  1.26527193	  0.07927230
  7686	  1.21631642	  0.05353464
  7687	  1.32150110	  0.06439466
  7688	  1.29216481	  0.08662321
  7689	  1.20237831	  0.07366810
  7690	  1.28469061	  0.05161302
  7691	  1.25234975	  0.07624916
  7692	  1.28903421	  0.08379931
  7693	  1.16206081	  0.08736487
  7694	  1.31856916	  0.06215596
  7695	  1.21085847	  0.07760410
  7696	  1.34470493	  0.09178495
  7697	  1.26084362	  0.07442433
  7698	  1.30175768	  0.06285346
  7699	  1.30990099	  0.05641373
  7700	  1.36988240	  0.06851968
  7701	  1.21377199	  0.08477604
  7702	  1.26287164	  0.06304762
  7703	  1.30768188	  0.06267972
  7704	  1.29903546	  0.07916061
  7705	  1.25107326	  0.08031167
  7706	  1.32116571	  0.07297783
  7707	  1.29093382	  0.10312768
  7708	  1.23747393	  0.04996700
  7709	  1.35819276	  0.07019578
  7710	  1.27599851	  0.05012106
  7711	  1.34587475	  0.04315321
  7712	  1.28686412	  0.05439390
  7713	  1.26478095	  0.08424606
  7714	  1.24945536	  0.08050033
  7715	  1.23506009	  0.11020978
  7716	  1.25153268	  0.07176139
  7717	  1.26601607	  0.10232883
  7718	  1.30153631	  0.05087526
  7719	  1.30400528	  0.06104084
  7720	  1.27544415	  0.05976512
  7721	  1.27573517	  0.07621535
  7722	  1.33613606	  0.07140317
  7723	  1.33618846	  0.05780561
  7724	  1.26449448	  0.08791639
  7725	  1.33233598	  0.07208489
  7726	  1.26936815	  0.08026605
  7727	  1.36437591	  0.06825794
  7728	  1.31352632	  0.09220745
  7729	  1.33080808	  0.10855516
  7730	  1.34252496	  0.06662206
  7731	  1.34374374	  0.05733780
  7732	  1.27280580	  0.06873266
  7733	  1.36686131	  0.08667745
  7734	  1.33070228	  0.08581331
  7735	  1.36339147	  0.06245273
  7736	  1.30400632	  0.06892183
  7737	  1.27257291	  0.09411320
  7738	  1.26622771	  0.05797377
  7739	  1.33729024	  0.05751623
  7740	  1.35045429	  0.10372985
  7741	  1.30124425	  0.06242453
  7742	  1.27069346	  0.07258630
  7743	  1.33833421	  0.10214844
  7744	  1.31371849	  0.08933007
  7745	  1.27209603	  0.04779796
  7746	  1.36392175	  0.06396022
  7747	  1.34572388	  0.09316793
  7748	  1.32408875	  0.07242189
  7749	  1.28358860	  0.06761273
  7750	  1.21835131	  0.08267495
  7751	  1.33340741	  0.09540263
  7752	  1.38282206	  0.08271355
  7753	  1.30361518	  0.08135675
  7754	  1.38513485	  0.09002622
  7755	  1.33196333	  0.10993057
  7756	  1.25999187	  0.08350797
  7757	  1.35618308	  0.06124776
  7758	  1.30746860	  0.06252146
  7759	  1.31412953	  0.07889845
  7760	  1.29768527	  0.07424970
  7761	  1.30546996	  0.07758303
  7762	  1.14479052	  0.12192852
  7763	  1.24485080	  0.06561374
  7764	  1.20463282	  0.11431719
  7765	  1.28866815	  0.04985392
  7766	  1.32246653	  0.06561749
  7767	  1.35476818	  0.11539996
  7768	  1.34096303	  0.08070415
  7769	  1.30336986	  0.05265651
  7770	  1.36523648	  0.06273678
  7771	  1.37686824	  0.08707010
  7772	  1.30843485	  0.06164638
  7773	  1.26245660	  0.12032000
  7774	  1.19629015	  0.05054507
  7775	  1.19570087	  0.06994195
  7776	  1.35294075	  0.07284354
  7777	  1.41520824	  0.08940281
  7778	  1.29151253	  0.09014861
  7779	  1.19554836	  0.04959371
  7780	  1.26678797	  0.06648286
  7781	  1.38997685	  0.10851938
  7782	  1.34046424	  0.06761689
  7783	  1.34041500	  0.07747023
  7784	  1.27926754	  0.05200218
  7785	  1.34225270	  0.09154874
  7786	  1.36642791	  0.08074118
  7787	  1.32407347	  0.07278239
  7788	  1.36488025	  0.05311960
  7789	  1.33793889	  0.07984297
  7790	  1.33655207	  0.08643182
  7791	  1.31841303	  0.04202664
  7792	  1.33406978	  0.07568522
  7793	  1.31779546	  0.06613928
  7794	  1.20247913	  0.11700066
  7795	  1.35527968	  0.10861824
  7796	  1.24655336	  0.04783875
  7797	  1.26277380	  0.08494926
  7798	  1.39132634	  0.07449915
  7799	  1.33990841	  0.06117951
  7800	  1.32988599	  0.07758039
  7801	  1.33403802	  0.06613040
  7802	  1.34720164	  0.06811265
  7803	  1.36469092	  0.04571085
  7804	  1.34014947	  0.10809512
  7805	  1.28939765	  0.06422818
  7806	  1.22443351	  0.07350322
  7807	  1.30399836	  0.06301748
  7808	  1.35387039	  0.05356062
  7809	  1.25619478	  0.05766055
  7810	  1.25314595	  0.08182676
  7811	  1.30138973	  0.09271219
  7812	  1.43492000	  0.11055562
  7813	  1.32879278	  0.09987923
  7814	  1.39208061	  0.10768874
  7815	  1.30430308	  0.06730603
  7816	  1.24470395	  0.11621876
  7817	  1.34221048	  0.06706667
  7818	  1.32616492	  0.08566051
  7819	  1.26615876	  0.08140294
  7820	  1.33439788	  0.06877773
  7821	  1.30888389	  0.06530139
  7822	  1.26258936	  0.06328625
  7823	  1.27821190	  0.05137975
  7824	  1.30425240	  0.05188805
  7825	  1.27592304	  0.06064285
  7826	  1.35324838	  0.06039186
  7827	  1.28568392	  0.06364044
  7828	  1.28844389	  0.04217238
  7829	  1.27086799	  0.04911524
  7830	  1.18652815	  0.06495024
  7831	  1.38373503	  0.05418187
  7832	  1.26820371	  0.05426603
  7833	  1.26221376	  0.08126836
  7834	  1.28045038	  0.05100264
  7835	  1.26824779	  0.07441593
  7836	  1.28160417	  0.09570648
  7837	  1.30449827	  0.06296186
  7838	  1.31126700	  0.07167096
  7839	  1.30988099	  0.05889762
  7840	  1.27045542	  0.05275500
  7841	  1.25894571	  0.06995618
  7842	  1.42312271	  0.10847400
  7843	  1.25562175	  0.06990330
  7844	  1.35430667	  0.05892188
  7845	  1.34333127	  0.08750192
  7846	  1.24203943	  0.08949199
  7847	  1.28265848	  0.06906865
  7848	  1.30079991	  0.04111699
  7849	  1.27735338	  0.07703994
  7850	  1.34192634	  0.04961336
  7851	  1.30288252	  0.06474458
  7852	  1.25567060	  0.07233996
  7853	  1.37999287	  0.07746214
  7854	  1.30118722	  0.09206672
  7855	  1.24794419	  0.07576338
  7856	  1.35107220	  0.06259627
  7857	  1.30824681	  0.04939501
  7858	  1.30101002	  0.08767444
  7859	  1.34344961	  0.13724212
  7860	  1.23961589	  0.08988300
  7861	  1.42344218	  0.07379942
  7862	  1.33061880	  0.05082007
  7863	  1.27990327	  0.07932304
  7864	  1.43308898	  0.09759555
  7865	  1.24657706	  0.09620247
  7866	  1.23844861	  0.07549845
  7867	  1.25223005	  0.08751119
  7868	  1.29236291	  0.04961027
  7869	  1.20221275	  0.06169204
  7870	  1.31248087	  0.09311371
  7871	  1.31110870	  0.06627708
  7872	  1.26277579	  0.04411050
  7873	  1.27143640	  0.04986819
  7874	  1.27254144	  0.04598784
  7875	  1.26063965	  0.11220574
  7876	  1.26783765	  0.08299578
  7877	  1.29163610	  0.07071991
  7878	  1.41654544	  0.11313101
  7879	  1.30779223	  0.09165449
  7880	  1.33737173	  0.10340036
  7881	  1.37003038	  0.08262390
  7882	  1.36169268	  0.05349721
  7883	  1.29842599	  0.05366043
  7884	  1.40666364	  0.05947343
  7885	  1.28916078	  0.10105998
  7886	  1.36964574	  0.08072015
  7887	  1.32152702	  0.07770735
  7888	  1.21251489	  0.08496011
  7889	  1.27545286	  0.05604077
  7890	  1.31720500	  0.04924676
  7891	  1.25998755	  0.11183207
  7892	  1.31425895	  0.06715439
  7893	  1.26071835	  0.06185408
  7894	  1.34109874	  0.06764824
  7895	  1.30998529	  0.07010605
  7896	  1.40616062	  0.05197958
  7897	  1.29446501	  0.05378638
  7898	  1.26717863	  0.03922680
  7899	  1.42061809	  0.09692772
  7900	  1.30859456	  0.06377772
  7901	  1.35606558	  0.08967972
  7902	  1.32812215	  0.10396186
  7903	  1.29552858	  0.06997440
  7904	  1.32936042	  0.05681682
  7905	  1.30499165	  0.06729461
  7906	  1.30412533	  0.07944876
  7907	  1.25297277	  0.07528709
  7908	  1.31456864	  0.05614134
  7909	  1.25609976	  0.07160743
  7910	  1.27804321	  0.07080608
  7911	  1.22870034	  0.07035647
  7912	  1.25520109	  0.06463798
  7913	  1.29294667	  0.07729523
  7914	  1.30967573	  0.09297912
  7915	  1.29674243	  0.05611130
  7916	  1.23434092	  0.04935883
  7917	  1.35324465	  0.06933183
  7918	  1.40432058	  0.09401529
  7919	  1.23613754	  0.06462311
  7920	  1.36264096	  0.09597932
  7921	  1.29669460	  0.08947810
  7922	  1.37767990	  0.04587174
  7923	  1.26213671	  0.09780138
  7924	  1.27481808	  0.06638698
  7925	  1.29912923	  0.05912984
  7926	  1.25881948	  0.07861531
  7927	  1.28864131	  0.06490522
  7928	  1.36834141	  0.05943753
  7929	  1.32399796	  0.06478265
  7930	  1.43567213	  0.09589746
  7931	  1.15190073	  0.07918350
  7932	  1.25729334	  0.12633193
  7933	  1.27971071	  0.08058245
  7934	  1.30560526	  0.07103296
  7935	  1.17910160	  0.05391753
  7936	  1.25746600	  0.04617537
  7937	  1.25492812	  0.06328044
  7938	  1.32435093	  0.05398028
  7939	  1.28453006	  0.06081116
  7940	  1.31282633	  0.05858109
  7941	  1.28152492	  0.08493065
  7942	  1.28696672	  0.07381526
  7943	  1.37584960	  0.06711293
  7944	  1.36784417	  0.05512517
  7945	  1.33175892	  0.05797032
  7946	  1.27677566	  0.05146732
  7947	  1.34413850	  0.08492584
  7948	  1.34257041	  0.06255988
  7949	  1.33958292	  0.09389276
  7950	  1.28596467	  0.05706282
  7951	  1.27029951	  0.05533077
  7952	  1.33605671	  0.13287597
  7953	  1.28005360	  0.04889361
  7954	  1.28112301	  0.06384030
  7955	  1.22965001	  0.05290966
  7956	  1.29092172	  0.07848207
  7957	  1.21215960	  0.06797149
  7958	  1.32190697	  0.09296468
  7959	  1.32183272	  0.09741813
  7960	  1.31967294	  0.06821451
  7961	  1.24943174	  0.05691569
  7962	  1.29695596	  0.06535893
  7963	  1.22784005	  0.07552936
  7964	  1.34554428	  0.07066429
  7965	  1.29016017	  0.04899360
  7966	  1.35897536	  0.07727504
  7967	  1.33030448	  0.06858817
  7968	  1.28061824	  0.08882493
  7969	  1.39108162	  0.14121848
  7970	  1.38376814	  0.08991645
  7971	  1.31859407	  0.14486419
  7972	  1.30531069	  0.06429202
  7973	  1.29785812	  0.07190369
  7974	  1.41136806	  0.08403879
  7975	  1.33001577	  0.07581658
  7976	  1.29408592	  0.08166033
  7977	  1.32209199	  0.08046899
  7978	  1.15183852	  0.07651227
  7979	  1.33314783	  0.06493158
  7980	  1.25047678	  0.12102313
  7981	  1.33381803	  0.07166185
  7982	  1.26271309	  0.03962227
  7983	  1.35090145	  0.06391248
  7984	  1.33845869	  0.08377552
  7985	  1.31058626	  0.04972715
  7986	  1.29128729	  0.05077911
  7987	  1.29881518	  0.06987959
  7988	  1.17395927	  0.10389362
  7989	  1.35085249	  0.12433742
  7990	  1.33784348	  0.08163104
  7991	  1.27615207	  0.07407496
  7992	  1.40897840	  0.05309312
  7993	  1.33194007	  0.05842164
  7994	  1.29979965	  0.10608137
  7995	  1.31490477	  0.06185111
  7996	  1.30005965	  0.04267820
  7997	  1.40238501	  0.06957297
  7998	  1.28262934	  0.09334055
  7999	  1.28214138	  0.06193252
  8000	  1.40604044	  0.06985783
  8001	  1.23224481	  0.08321740
  8002	  1.37217117	  0.06798503
  8003	  1.41968083	  0.07374429
  8004	  1.24483713	  0.06171459
  8005	  1.24701882	  0.06310645
  8006	  1.32537918	  0.05715360
  8007	  1.26150271	  0.06415822
  8008	  1.18682505	  0.05888716
  8009	  1.29559372	  0.06369163
  8010	  1.23077281	  0.13656165
  8011	  1.22368049	  0.09365055
  8012	  1.19524314	  0.11124257
  8013	  1.28018755	  0.08210160
  8014	  1.26516556	  0.07936280
  8015	  1.38032779	  0.07428816
  8016	  1.32998935	  0.05156862
  8017	  1.27734470	  0.08210722
  8018	  1.25819423	  0.07593179
  8019	  1.35608120	  0.10360237
  8020	  1.25791809	  0.08805204
  8021	  1.30690151	  0.05902050
  8022	  1.39815878	  0.07959069
  8023	  1.24979344	  0.07091514
  8024	  1.29234892	  0.06232581
  8025	  1.32333988	  0.04786242
  8026	  1.27400394	  0.04396196
  8027	  1.26940143	  0.07617875
  8028	  1.26255217	  0.08405800
  8029	  1.27341468	  0.11649304
  8030	  1.29269813	  0.05404241
  8031	  1.22817329	  0.08810681
  8032	  1.31430947	  0.05588597
  8033	  1.21871011	  0.07302598
  8034	  1.35596854	  0.06392527
  8035	  1.38634268	  0.08941048
  8036	  1.30968856	  0.05746097
  8037	  1.27339282	  0.06144256
  8038	  1.24719351	  0.05123610
  8039	  1.43106243	  0.08516998
  8040	  1.28584280	  0.09838334
  8041	  1.17383603	  0.09501689
  8042	  1.27288379	  0.08687539
  8043	  1.36636994	  0.05770938
  8044	  1.32215754	  0.11832762
  8045	  1.27856802	  0.05586742
  8046	  1.26529097	  0.11300988
  8047	  1.36326669	  0.11173724
  8048	  1.35503944	  0.08631970
  8049	  1.35460142	  0.07094319
  8050	  1.40173709	  0.07684470
  8051	  1.38542485	  0.04813010
  8052	  1.31428799	  0.06801103
  8053	  1.31867706	  0.08699573
  8054	  1.39861308	  0.07432694
  8055	  1.30502141	  0.05337213
  8056	  1.33160483	  0.06327925
  8057	  1.30643961	  0.13160493
  8058	  1.35837321	  0.10046141
  8059	  1.35427262	  0.07569030
  8060	  1.34138294	  0.07169659
  8061	  1.40378748	  0.08527841
  8062	  1.32052755	  0.07559786
  8063	  1.25999510	  0.07319138
  8064	  1.22549024	  0.06776158
  8065	  1.25916529	  0.07911256
  8066	  1.24435785	  0.09551632
  8067	  1.30544440	  0.08031080
  8068	  1.36049655	  0.14464528
  8069	  1.31438649	  0.07468556
  8070	  1.20306149	  0.05916503
  8071	  1.34998660	  0.07901847
  8072	  1.27882378	  0.05061544
  8073	  1.33162167	  0.06168418
  8074	  1.35006039	  0.04825281
  8075	  1.31514349	  0.04130565
  8076	  1.31561371	  0.07161865
  8077	  1.33404043	  0.05552110
  8078	  1.32561314	  0.05850958
  8079	  1.30558017	  0.06875920
  8080	  1.26136372	  0.05617350
  8081	  1.32644694	  0.05524481
  8082	  1.34439784	  0.08455209
  8083	  1.27267875	  0.06582481
  8084	  1.33974509	  0.08641796
  8085	  1.30927172	  0.05672215
  8086	  1.37714455	  0.08825308
  8087	  1.20035619	  0.06201314
  8088	  1.27967977	  0.07187197
  8089	  1.34063995	  0.13584963
  8090	  1.40597695	  0.09634630
  8091	  1.36306515	  0.06553107
  8092	  1.32165185	  0.07362168
  8093	  1.29867116	  0.04213736
  8094	  1.33245615	  0.13417074
  8095	  1.29207701	  0.07185779
  8096	  1.30567654	  0.08729251
  8097	  1.36514112	  0.08413502
  8098	  1.39082562	  0.07298370
  8099	  1.34886569	  0.07466915
  8100	  1.33209735	  0.09369262
  8101	  1.33738711	  0.05986915
  8102	  1.32530127	  0.09013283
  8103	  1.21972284	  0.06737146
  8104	  1.21057963	  0.05801946
  8105	  1.26241852	  0.06255731
  8106	  1.30701662	  0.11406711
  8107	  1.25501665	  0.08641554
  8108	  1.28312198	  0.04342136
  8109	  1.27819701	  0.06552615
  8110	  1.25903191	  0.08193237
  8111	  1.34921146	  0.10203267
  8112	  1.38173362	  0.05174367
  8113	  1.26987733	  0.06023737
  8114	  1.22613230	  0.06671113
  8115	  1.36259212	  0.07271681
  8116	  1.33590294	  0.04674947
  8117	  1.26458218	  0.06018383
  8118	  1.22294964	  0.11663322
  8119	  1.30422241	  0.07337140
  8120	  1.32577198	  0.09577649
  8121	  1.33214609	  0.07852292
  8122	  1.33558360	  0.05808258
  8123	  1.41518942	  0.05147997
  8124	  1.35281550	  0.06062920
  8125	  1.33597501	  0.06150816
  8126	  1.32360491	  0.05532149
  8127	  1.22838929	  0.10730680
  8128	  1.22110540	  0.09379306
  8129	  1.26967140	  0.06902743
  8130	  1.32758553	  0.08347844
  8131	  1.28998037	  0.10641278
  8132	  1.33199689	  0.06121314
  8133	  1.27119809	  0.09131350
  8134	  1.23206125	  0.05545915
  8135	  1.35299773	  0.05801830
  8136	  1.38498784	  0.06659925
  8137	  1.25654368	  0.04696565
  8138	  1.30006722	  0.08061233
  8139	  1.30971647	  0.07699156
  8140	  1.28965045	  0.06071904
  8141	  1.41526629	  0.10636088
  8142	  1.39410660	  0.07533607
  8143	  1.33888104	  0.03931066
  8144	  1.28932161	  0.06777348
  8145	  1.35416161	  0.09813727
  8146	  1.28667480	  0.08323919
  8147	  1.35379596	  0.12431082
  8148	  1.31173604	  0.06995540
  8149	  1.28681556	  0.07647649
  8150	  1.29009998	  0.06984036
  8151	  1.28222259	  0.07221222
  8152	  1.35543195	  0.07135167
  8153	  1.31222605	  0.06463430
  8154	  1.35178300	  0.09121297
  8155	  1.20630545	  0.07076338
  8156	  1.24274594	  0.07159193
  8157	  1.28995424	  0.07597997
  8158	  1.31627782	  0.08910409
  8159	  1.36577249	  0.09477827
  8160	  1.27969320	  0.05394702
  8161	  1.33070294	  0.08804173
  8162	  1.39438298	  0.07680495
  8163	  1.25288234	  0.07291572
  8164	  1.23739683	  0.07270644
  8165	  1.35242564	  0.07524707
  8166	  1.31886868	  0.04058074
  8167	  1.34353523	  0.08480672
  8168	  1.30937002	  0.06625235
  8169	  1.37436956	  0.05384051
  8170	  1.26750558	  0.08345572
  8171	  1.30569989	  0.09613820
  8172	  1.33381292	  0.05462863
  8173	  1.29011844	  0.11034793
  8174	  1.27724145	  0.07890919
  8175	  1.21563455	  0.06785654
  8176	  1.27743236	  0.08400758
  8177	  1.27052232	  0.07456590
  8178	  1.25881050	  0.08822587
  8179	  1.27503575	  0.09522697
  8180	  1.30341850	  0.05672536
  8181	  1.25598626	  0.06929753
  8182	  1.22764708	  0.05956416
  8183	  1.38990816	  0.11227630
  8184	  1.27579302	  0.08011360
  8185	  1.24204984	  0.07721963
  8186	  1.31981012	  0.06225764
  8187	  1.40134658	  0.10032367
  8188	  1.38323911	  0.09108880
  8189	  1.24010522	  0.07269218
  8190	  1.28989532	  0.07945024
